"","X","pubDate","title","author","rating","ratingCount","reviewCount","synopsis","pageCount","genres","Fiction","Fantasy","Romance","Young Adult","Mystery","Historical","Contemporary","Nonfiction","Thriller","Science Fiction"
"383",383,1996-01-01,"Jack & Jill","James Patterson",3.96,62122,1458,"  In the middle of the night, a controversial U.S. senator is found murdered in bed in his Georgetown pied-a-terre. The police turn up only one clue: a mysterious rhyme signed ""Jack and Jill"" promising that this is just the beginning. Jack and Jill are out to get the rich and famous, and they will stop at nothing until their fiendish plan is carried out.Meanwhile, Washington, D. C., homicide detective Alex Cross is called to a murder scene only blocks from his house, far from the corridors of power where he spends his days. The victim: a beautiful little girl, savagely beaten--and desposited in front of the elementary school Cross's son, Damon, attends.Could there be a connection between the two murders? As Cross tries to put the pieces together, the killer- or killers - strike again. And again. No one in Washington is safe - not children, not politicians, not even the President of the United States. Only Alex Cross has the skills and the courage to crack the case-but will he discover the truth in time?A relentless roller coaster of heart-pounding suspense and jolting plot twists, Jack and Jill proves that no one can write a more compelling thriller than James Patterson--the master of the nonstop nightmare.",466,"Mystery,Fiction,Thriller,Mystery,Crime,Suspense,Thriller,Mystery Thriller,Mystery,Detective,Mystery,Murder Mystery,Adult,Audiobook",1,0,0,0,1,0,0,0,1,0
"384",384,1996-01-01,"Preacher, Volume 1: Gone to Texas","Garth Ennis",4.14,61369,1528,"  One of the most celebrated comics titles of the late 1990s, PREACHER is a modern American epic of life, death, love and redemption also packed with sex, booze, blood and bullets - not to mention angels, demons, God, vampires and deviants of all stripes.At first glance, the Reverend Jesse Custer doesn't look like anyone special-just another small-town minister slowly losing his flock and his faith. But he's about to come face-to-face with proof that God does indeed exist. Merging with a bizarre spiritual force called Genesis, Jesse now possesses the power of ""the Word,"" an ability to make people do whatever he utters. He begins a violent and riotous journey across the country in search of answers from the elusive deity.",336,"Sequential Art,Comics,Sequential Art,Graphic Novels,Fantasy,Fiction,Horror,Graphic Novels Comics",1,1,0,0,0,0,0,0,0,0
"385",385,1996-01-01,"Hogfather","Terry Pratchett",4.24,67287,2024,"  Susan had never hung up a stocking . She'd never put a tooth under her pillow in the serious expectation that a dentally inclined fairy would turn up. It wasn't that her parents didn't believe in such things. They didn't need to believe in them. They know they existed. They just wished they didn't.There are those who believe and those who don't. Through the ages, superstition has had its uses. Nowhere more so than in the Discworld where it's helped to maintain the status quo. Anything that undermines superstition has to be viewed with some caution. There may be consequences, particularly on the last night of the year when the time is turning. When those consequences turn out to be the end of the world, you need to be prepared. You might even want more standing between you and oblivion than a mere slip of a girl - even if she has looked Death in the face on numerous occasions...",432,"Fantasy,Fiction,Humor",1,1,0,0,0,0,0,0,0,0
"386",386,1996-01-01,"Dr. Seuss's Green Eggs and Ham: For Soprano, Boy Soprano, and Orchestra","Robert Kapilow",4.44,94031,304,"Study ScoreA children's classic, now available in this version for Soprano, Boy Soprano and Full Orchestra. Duration ca. 18 minutes. Also available for Chamber Ensemble (Score #50482454) and Vocal Score (50482453).",92,"Childrens,Fiction,Childrens,Picture Books",1,0,0,0,0,0,0,0,0,0
"387",387,1996-01-01,"The Beach","Alex Garland",3.93,64217,2411,"After discovering a seemingly Edenic paradise on an island in a Thai national park, Richard soon finds that since civilized behavior tends to dissolve without external restraints, the utopia is hard to maintain. (Nancy Pearl)",436,"Fiction,Travel,Thriller,Adventure,Contemporary",1,0,0,0,0,0,1,0,1,0
"388",388,1996-01-01,"Blood of the Fold","Terry Goodkind",3.99,70473,1065,"  There is an alternate cover edition here.Richard comes to terms with his true identity as a War Wizard. The New World, and all the freedom of humankind, is under threat from the Imperial Order after he had brought down the barrier between the Old and New World. The Imperial Order has already sent delegations and armies into the New World. Richard's only option to stop the invasion is to claim his heritage and unite all free kingdoms and provinces under one rule and one command.",623,"Fiction,Fantasy,Fantasy,Epic Fantasy",1,1,0,0,0,0,0,0,0,0
"389",389,1996-01-01,"The Lunatic Cafe","Laurell K. Hamilton",4.12,67862,1300,"  In Laurell K. Hamilton's New York Times bestselling novels, Vampire Hunter and zombie animator Anita Blake is an expert at sniffing out the bad from the good. But she's about to learn that nothing is ever as it seems-especially in matters of the not-so-human heart...  Dating a werewolf with self-esteem issues is stressing Anita out. Especially when something-or someone-starts taking out the city's shapeshifters.",352,"Fantasy,Urban Fantasy,Paranormal,Vampires,Fantasy,Paranormal,Fantasy,Romance,Romance,Paranormal Romance,Horror",0,1,1,0,0,0,0,0,0,0
"390",390,1996-01-01,"Fall on Your Knees","Ann-Marie MacDonald",3.96,58355,2855,"  They are the Pipers of Cape Breton Island — a family steeped in lies and unspoken truths that reach out from the past, forever mindful of the tragic secret that could shatter the family to its foundations. Chronicling five generations of this eccentric clan, Fall on Your Knees follows four remarkable sisters whose lives are filled with driving ambition, inescapable family bonds, and forbidden love. Their experiences will take them from their stormswept homeland, across the battlefields of World War I, to the freedom and independence of Jazz-era New York City.Compellingly written, running the literary gamut from menacingly dark to hilariously funny, this is an epic saga of one family’s trials and triumphs in a world of sin, guilt, and redemption.",672,"Fiction,Historical,Historical Fiction,Cultural,Canada",1,0,0,0,0,1,0,0,0,0
"391",391,1996-01-01,"That Summer","Sarah Dessen",3.48,49206,2593,"  For fifteen-year-old Haven, life is changing too quickly. She's nearly six feet tall, her father is getting remarried, and her sister—the always perfect Ashley—is planning a wedding of her own. Haven wishes things could just go back to the way they were. Then an old boyfriend of Ashley's reenters the picture, and through him, Haven sees the past for what it really was, and comes to grips with the future.",208,"Young Adult,Contemporary,Romance,Fiction,Realistic Fiction",1,0,1,1,0,0,1,0,0,0
"392",392,1996-01-01,"Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier","Stephen E. Ambrose",4.22,43377,2242,"  'This was much more than a bunch of guys out on an exploring and collecting expedition. This was a military expedition into hostile territory'. In 1803 President Thomas Jefferson selected his personal secretary, Captain Meriwether Lewis, to lead a pioneering voyage across the Great Plains and into the Rockies. It was completely uncharted territory; a wild, vast land ruled by the Indians. Charismatic and brave, Lewis was the perfect choice and he experienced the savage North American continent before any other white man. UNDAUNTED COURAGE is the tale of a hero, but it is also a tragedy. Lewis may have received a hero's welcome on his return to Washington in 1806, but his discoveries did not match the president's fantasies of sweeping, fertile plains ripe for the taking. Feeling the expedition had been a failure, Lewis took to drink and piled up debts. Full of colourful characters - Jefferson, the president obsessed with conquering the west; William Clark, the rugged frontiersman; Sacagawea, the Indian girl who accompanied the expedition; Drouillard, the French-Indian hunter - this is one of the great adventure stories of all time and it shot to the top of the US bestseller charts. Drama, suspense, danger and diplomacy combine with romance and personal tragedy making UNDAUNTED COURAGE an outstanding work of scholarship and a thrilling adventure.",592,"History,Nonfiction,Biography,North American Hi...,American History,Adventure,Historical,Travel,Westerns,Literature,American,Audiobook",0,0,0,0,0,1,0,1,0,0
"393",393,1996-01-01,"Bloody Bones","Laurell K. Hamilton",4.11,65355,1212,"  In Laurell K. Hamilton's ""New York Times"" bestselling novels, Anita Blake, vampire hunter and animator, takes a bite out of crime-of the supernatural kind. But even someone who deals with death on a daily basis can be unnerved by its power...  When Branson, Missouri, is hit with a death wave-four unsolved murders-it doesn't take an expert to realize that all is not well. But luckily for the locals, Anita is an expert-in just the kinds of preternatural goings-on that have everyone spooked. And she's got an ""in"" with just the kind of creature who can make sense of the slayings: a sexy master vampire known as Jean Claude.",336,"Fantasy,Urban Fantasy,Paranormal,Vampires,Fantasy,Paranormal,Fantasy,Romance",0,1,1,0,0,0,0,0,0,0
